Index,Category,Problem,HDL_File,TB_File,Prompt_File,Compilation,Verification,Overall,Comp_Time,Verif_Time,Processed_At
16,aapp_competition_test,3017,3017_gen_0.sv,3017_testbench.py,3017_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:43:16.724440
17,aapp_competition_test,3018,3018_gen_0.sv,3018_testbench.py,3018_prompt.txt,pass,fail,verification_failed,0.07,20.78,2026-01-21T23:43:16.811284
18,aapp_competition_test,3019,3019_gen_0.sv,3019_testbench.py,3019_prompt.txt,fail,N/A,compilation_failed,0.08,0.00,2026-01-21T23:43:37.684823
19,aapp_competition_test,3021,3021_gen_0.sv,3021_testbench.py,3021_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:43:37.785002
20,aapp_competition_test,3022,3022_gen_0.sv,3022_testbench.py,3022_prompt.txt,pass,fail,verification_failed,0.07,20.95,2026-01-21T23:43:37.871416
21,aapp_competition_test,3023,3023_gen_0.sv,3023_testbench.py,3023_prompt.txt,fail,N/A,compilation_failed,0.09,0.00,2026-01-21T23:43:58.904215
22,aapp_competition_test,3024,3024_gen_0.sv,3024_testbench.py,3024_prompt.txt,pass,fail,verification_failed,0.09,21.27,2026-01-21T23:43:59.015078
23,aapp_competition_test,3026,3026_gen_0.sv,3026_testbench.py,3026_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:44:20.393008
24,aapp_competition_test,3027,3027_gen_0.sv,3027_testbench.py,3027_prompt.txt,pass,fail,verification_failed,0.06,20.24,2026-01-21T23:44:20.502848
25,aapp_competition_test,3028,3028_gen_0.sv,3028_testbench.py,3028_prompt.txt,pass,fail,verification_failed,0.08,20.78,2026-01-21T23:44:40.826725
26,aapp_competition_test,3029,3029_gen_0.sv,3029_testbench.py,3029_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:45:01.718172
27,aapp_competition_test,3030,3030_gen_0.sv,3030_testbench.py,3030_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:45:01.795313
28,aapp_competition_test,3031,3031_gen_0.sv,3031_testbench.py,3031_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:45:01.880595
29,aapp_competition_test,3032,3032_gen_0.sv,3032_testbench.py,3032_prompt.txt,pass,fail,verification_failed,0.06,19.93,2026-01-21T23:45:01.955636
30,aapp_competition_test,3033,3033_gen_0.sv,3033_testbench.py,3033_prompt.txt,pass,fail,verification_failed,0.07,19.88,2026-01-21T23:45:21.965414
31,aapp_competition_test,3034,3034_gen_0.sv,3034_testbench.py,3034_prompt.txt,pass,fail,verification_failed,0.06,20.04,2026-01-21T23:45:41.953805
32,aapp_competition_test,3037,3037_gen_0.sv,3037_testbench.py,3037_prompt.txt,fail,N/A,compilation_failed,0.08,0.00,2026-01-21T23:46:02.100788
33,aapp_competition_test,3038,3038_gen_0.sv,3038_testbench.py,3038_prompt.txt,pass,fail,verification_failed,0.07,19.14,2026-01-21T23:46:02.213829
34,aapp_competition_test,3039,3039_gen_0.sv,3039_testbench.py,3039_prompt.txt,pass,fail,verification_failed,0.07,18.69,2026-01-21T23:46:21.457680
35,aapp_competition_test,3040,3040_gen_0.sv,3040_testbench.py,3040_prompt.txt,pass,fail,verification_failed,0.06,19.03,2026-01-21T23:46:40.257767
36,aapp_competition_test,3042,3042_gen_0.sv,3042_testbench.py,3042_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:46:59.378760
37,aapp_competition_test,3044,3044_gen_0.sv,3044_testbench.py,3044_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:46:59.482381
38,aapp_competition_test,3045,3045_gen_0.sv,3045_testbench.py,3045_prompt.txt,pass,fail,verification_failed,0.06,19.15,2026-01-21T23:46:59.567516
39,aapp_competition_test,3046,3046_gen_0.sv,3046_testbench.py,3046_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:47:18.798115
40,aapp_competition_test,3047,3047_gen_0.sv,3047_testbench.py,3047_prompt.txt,pass,fail,verification_failed,0.06,19.04,2026-01-21T23:47:18.916526
41,aapp_competition_test,3049,3049_gen_0.sv,3049_testbench.py,3049_prompt.txt,fail,N/A,compilation_failed,0.08,0.00,2026-01-21T23:47:38.032105
42,aapp_competition_test,3050,3050_gen_0.sv,3050_testbench.py,3050_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-21T23:47:38.151602
43,aapp_competition_test,3051,3051_gen_0.sv,3051_testbench.py,3051_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:47:38.219846
44,aapp_competition_test,3052,3052_gen_0.sv,3052_testbench.py,3052_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:47:38.304308
45,aapp_competition_test,3053,3053_gen_0.sv,3053_testbench.py,3053_prompt.txt,pass,fail,verification_failed,0.05,18.97,2026-01-21T23:47:38.379974
46,aapp_competition_test,3054,3054_gen_0.sv,3054_testbench.py,3054_prompt.txt,pass,fail,verification_failed,0.08,19.81,2026-01-21T23:47:57.421509
47,aapp_competition_test,3056,3056_gen_0.sv,3056_testbench.py,3056_prompt.txt,pass,fail,verification_failed,0.05,19.10,2026-01-21T23:48:17.336874
48,aapp_competition_test,3057,3057_gen_0.sv,3057_testbench.py,3057_prompt.txt,pass,fail,verification_failed,0.06,19.28,2026-01-21T23:48:36.534682
49,aapp_competition_test,3058,3058_gen_0.sv,3058_testbench.py,3058_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-21T23:48:55.919083
50,aapp_competition_test,3060,3060_gen_0.sv,3060_testbench.py,3060_prompt.txt,pass,fail,verification_failed,0.05,19.72,2026-01-21T23:48:55.986947
51,aapp_competition_test,3063,3063_gen_0.sv,3063_testbench.py,3063_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-21T23:49:15.779234
52,aapp_competition_test,3065,3065_gen_0.sv,3065_testbench.py,3065_prompt.txt,pass,fail,verification_failed,0.06,19.12,2026-01-21T23:49:15.849640
53,aapp_competition_test,3066,3066_gen_0.sv,3066_testbench.py,3066_prompt.txt,pass,fail,verification_failed,0.06,19.02,2026-01-21T23:49:35.053524
54,aapp_competition_test,3067,3067_gen_0.sv,3067_testbench.py,3067_prompt.txt,pass,fail,verification_failed,0.05,19.26,2026-01-21T23:49:54.187090
55,aapp_competition_test,3068,3068_gen_0.sv,3068_testbench.py,3068_prompt.txt,pass,fail,verification_failed,0.06,18.77,2026-01-21T23:50:13.542945
56,aapp_competition_test,3069,3069_gen_0.sv,3069_testbench.py,3069_prompt.txt,pass,fail,verification_failed,0.07,19.19,2026-01-21T23:50:32.416987
57,aapp_competition_test,3070,3070_gen_0.sv,3070_testbench.py,3070_prompt.txt,pass,fail,verification_failed,0.06,21.74,2026-01-21T23:50:51.695261
58,aapp_competition_test,3071,3071_gen_0.sv,3071_testbench.py,3071_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:51:13.541230
59,aapp_competition_test,3072,3072_gen_0.sv,3072_testbench.py,3072_prompt.txt,fail,N/A,compilation_failed,1.07,0.00,2026-01-21T23:51:13.646252
60,aapp_competition_test,3073,3073_gen_0.sv,3073_testbench.py,3073_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:51:14.738836
61,aapp_competition_test,3076,3076_gen_0.sv,3076_testbench.py,3076_prompt.txt,pass,fail,verification_failed,0.06,19.37,2026-01-21T23:51:14.826709
62,aapp_competition_test,3077,3077_gen_0.sv,3077_testbench.py,3077_prompt.txt,pass,fail,verification_failed,0.07,18.84,2026-01-21T23:51:34.281269
63,aapp_competition_test,3078,3078_gen_0.sv,3078_testbench.py,3078_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:51:53.230249
64,aapp_competition_test,3079,3079_gen_0.sv,3079_testbench.py,3079_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-21T23:51:53.339443
65,aapp_competition_test,3080,3080_gen_0.sv,3080_testbench.py,3080_prompt.txt,pass,fail,verification_failed,0.06,19.25,2026-01-21T23:51:53.415002
66,aapp_competition_test,3081,3081_gen_0.sv,3081_testbench.py,3081_prompt.txt,pass,fail,verification_failed,0.06,18.95,2026-01-21T23:52:12.749987
67,aapp_competition_test,3082,3082_gen_0.sv,3082_testbench.py,3082_prompt.txt,pass,fail,verification_failed,0.06,18.69,2026-01-21T23:52:31.785296
68,aapp_competition_test,3083,3083_gen_0.sv,3083_testbench.py,3083_prompt.txt,pass,fail,verification_failed,0.08,19.81,2026-01-21T23:52:50.577240
69,aapp_competition_test,3084,3084_gen_0.sv,3084_testbench.py,3084_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-21T23:53:10.516523
70,aapp_competition_test,3085,3085_gen_0.sv,3085_testbench.py,3085_prompt.txt,pass,fail,verification_failed,0.07,18.97,2026-01-21T23:53:10.603498
71,aapp_competition_test,3086,3086_gen_0.sv,3086_testbench.py,3086_prompt.txt,pass,fail,verification_failed,0.05,18.87,2026-01-21T23:53:29.657516
72,aapp_competition_test,3087,3087_gen_0.sv,3087_testbench.py,3087_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:53:48.614565
73,aapp_competition_test,3088,3088_gen_0.sv,3088_testbench.py,3088_prompt.txt,pass,fail,verification_failed,0.05,20.10,2026-01-21T23:53:48.720777
74,aapp_competition_test,3090,3090_gen_0.sv,3090_testbench.py,3090_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:54:08.910070
75,aapp_competition_test,3092,3092_gen_0.sv,3092_testbench.py,3092_prompt.txt,fail,N/A,compilation_failed,0.85,0.00,2026-01-21T23:54:08.986156
76,aapp_competition_test,3095,3095_gen_0.sv,3095_testbench.py,3095_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:54:09.861710
77,aapp_competition_test,3097,3097_gen_0.sv,3097_testbench.py,3097_prompt.txt,pass,fail,verification_failed,0.05,18.94,2026-01-21T23:54:09.944558
78,aapp_competition_test,3098,3098_gen_0.sv,3098_testbench.py,3098_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:54:28.954096
79,aapp_competition_test,3099,3099_gen_0.sv,3099_testbench.py,3099_prompt.txt,pass,fail,verification_failed,0.05,18.73,2026-01-21T23:54:29.042596
80,aapp_competition_test,3100,3100_gen_0.sv,3100_testbench.py,3100_prompt.txt,pass,fail,verification_failed,0.07,19.41,2026-01-21T23:54:47.849678
81,aapp_competition_test,3101,3101_gen_0.sv,3101_testbench.py,3101_prompt.txt,pass,fail,verification_failed,0.07,18.83,2026-01-21T23:55:07.361385
82,aapp_competition_test,3102,3102_gen_0.sv,3102_testbench.py,3102_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:55:26.304524
83,aapp_competition_test,3103,3103_gen_0.sv,3103_testbench.py,3103_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:55:26.431224
84,aapp_competition_test,3104,3104_gen_0.sv,3104_testbench.py,3104_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-21T23:55:26.511836
85,aapp_competition_test,3106,3106_gen_0.sv,3106_testbench.py,3106_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:55:26.585063
86,aapp_competition_test,3107,3107_gen_0.sv,3107_testbench.py,3107_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-21T23:55:26.668415
87,aapp_competition_test,3108,3108_gen_0.sv,3108_testbench.py,3108_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:55:26.739811
88,aapp_competition_test,3109,3109_gen_0.sv,3109_testbench.py,3109_prompt.txt,pass,fail,verification_failed,0.07,18.91,2026-01-21T23:55:26.824166
89,aapp_competition_test,3110,3110_gen_0.sv,3110_testbench.py,3110_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:55:45.822369
90,aapp_competition_test,3111,3111_gen_0.sv,3111_testbench.py,3111_prompt.txt,pass,fail,verification_failed,0.07,19.78,2026-01-21T23:55:45.909890
91,aapp_competition_test,3112,3112_gen_0.sv,3112_testbench.py,3112_prompt.txt,pass,fail,verification_failed,0.07,18.87,2026-01-21T23:56:05.786094
92,aapp_competition_test,3113,3113_gen_0.sv,3113_testbench.py,3113_prompt.txt,pass,fail,verification_failed,0.06,18.86,2026-01-21T23:56:24.748440
93,aapp_competition_test,3114,3114_gen_0.sv,3114_testbench.py,3114_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:56:43.698747
94,aapp_competition_test,3115,3115_gen_0.sv,3115_testbench.py,3115_prompt.txt,pass,fail,verification_failed,0.05,19.19,2026-01-21T23:56:43.812604
95,aapp_competition_test,3117,3117_gen_0.sv,3117_testbench.py,3117_prompt.txt,pass,fail,verification_failed,0.07,19.04,2026-01-21T23:57:03.071778
96,aapp_competition_test,3118,3118_gen_0.sv,3118_testbench.py,3118_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:57:22.222037
97,aapp_competition_test,3119,3119_gen_0.sv,3119_testbench.py,3119_prompt.txt,pass,fail,verification_failed,0.06,18.99,2026-01-21T23:57:22.346676
98,aapp_competition_test,3121,3121_gen_0.sv,3121_testbench.py,3121_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-21T23:57:41.423224
99,aapp_competition_test,3122,3122_gen_0.sv,3122_testbench.py,3122_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:57:41.541872
100,aapp_competition_test,3123,3123_gen_0.sv,3123_testbench.py,3123_prompt.txt,pass,fail,verification_failed,0.08,19.27,2026-01-21T23:57:41.627208
101,aapp_competition_test,3124,3124_gen_0.sv,3124_testbench.py,3124_prompt.txt,pass,fail,verification_failed,0.06,18.70,2026-01-21T23:58:00.994467
102,aapp_competition_test,3125,3125_gen_0.sv,3125_testbench.py,3125_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-21T23:58:19.811198
103,aapp_competition_test,3127,3127_gen_0.sv,3127_testbench.py,3127_prompt.txt,pass,fail,verification_failed,0.06,18.93,2026-01-21T23:58:19.906591
104,aapp_competition_test,3128,3128_gen_0.sv,3128_testbench.py,3128_prompt.txt,pass,fail,verification_failed,0.07,19.21,2026-01-21T23:58:38.928840
105,aapp_competition_test,3129,3129_gen_0.sv,3129_testbench.py,3129_prompt.txt,pass,fail,verification_failed,0.07,19.37,2026-01-21T23:58:58.262663
106,aapp_competition_test,3130,3130_gen_0.sv,3130_testbench.py,3130_prompt.txt,fail,N/A,compilation_failed,0.08,0.00,2026-01-21T23:59:17.765872
107,aapp_competition_test,3131,3131_gen_0.sv,3131_testbench.py,3131_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:59:17.890394
108,aapp_competition_test,3132,3132_gen_0.sv,3132_testbench.py,3132_prompt.txt,pass,fail,verification_failed,0.07,19.08,2026-01-21T23:59:17.978441
109,aapp_competition_test,3133,3133_gen_0.sv,3133_testbench.py,3133_prompt.txt,pass,fail,verification_failed,0.08,18.99,2026-01-21T23:59:37.151187
110,aapp_competition_test,3134,3134_gen_0.sv,3134_testbench.py,3134_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-21T23:59:56.275115
111,aapp_competition_test,3135,3135_gen_0.sv,3135_testbench.py,3135_prompt.txt,pass,fail,verification_failed,0.07,22.68,2026-01-21T23:59:56.378549
112,aapp_competition_test,3136,3136_gen_0.sv,3136_testbench.py,3136_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-22T00:00:19.147811
113,aapp_competition_test,3137,3137_gen_0.sv,3137_testbench.py,3137_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:00:19.234332
114,aapp_competition_test,3139,3139_gen_0.sv,3139_testbench.py,3139_prompt.txt,pass,fail,verification_failed,0.07,19.66,2026-01-22T00:00:19.312981
115,aapp_competition_test,3141,3141_gen_0.sv,3141_testbench.py,3141_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:00:39.073613
116,aapp_competition_test,3142,3142_gen_0.sv,3142_testbench.py,3142_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-22T00:00:39.183829
117,aapp_competition_test,3144,3144_gen_0.sv,3144_testbench.py,3144_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:00:39.291594
118,aapp_competition_test,3145,3145_gen_0.sv,3145_testbench.py,3145_prompt.txt,pass,fail,verification_failed,0.06,19.15,2026-01-22T00:00:39.366187
119,aapp_competition_test,3146,3146_gen_0.sv,3146_testbench.py,3146_prompt.txt,pass,fail,verification_failed,0.07,19.35,2026-01-22T00:00:58.598811
120,aapp_competition_test,3147,3147_gen_0.sv,3147_testbench.py,3147_prompt.txt,fail,N/A,compilation_failed,0.08,0.00,2026-01-22T00:01:18.046751
121,aapp_competition_test,3148,3148_gen_0.sv,3148_testbench.py,3148_prompt.txt,pass,fail,verification_failed,0.07,19.07,2026-01-22T00:01:18.182892
122,aapp_competition_test,3149,3149_gen_0.sv,3149_testbench.py,3149_prompt.txt,pass,fail,verification_failed,0.07,19.25,2026-01-22T00:01:37.344204
123,aapp_competition_test,3151,3151_gen_0.sv,3151_testbench.py,3151_prompt.txt,pass,fail,verification_failed,0.05,19.41,2026-01-22T00:01:56.720022
124,aapp_competition_test,3153,3153_gen_0.sv,3153_testbench.py,3153_prompt.txt,pass,fail,verification_failed,0.06,19.14,2026-01-22T00:02:16.221185
125,aapp_competition_test,3155,3155_gen_0.sv,3155_testbench.py,3155_prompt.txt,pass,fail,verification_failed,0.06,18.75,2026-01-22T00:02:35.449183
126,aapp_competition_test,3156,3156_gen_0.sv,3156_testbench.py,3156_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-22T00:02:54.315808
127,aapp_competition_test,3157,3157_gen_0.sv,3157_testbench.py,3157_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-22T00:02:54.419008
128,aapp_competition_test,3160,3160_gen_0.sv,3160_testbench.py,3160_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:02:54.501008
129,aapp_competition_test,3161,3161_gen_0.sv,3161_testbench.py,3161_prompt.txt,pass,fail,verification_failed,0.06,19.43,2026-01-22T00:02:54.579328
130,aapp_competition_test,3162,3162_gen_0.sv,3162_testbench.py,3162_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:03:14.096868
131,aapp_competition_test,3163,3163_gen_0.sv,3163_testbench.py,3163_prompt.txt,pass,fail,verification_failed,0.07,18.93,2026-01-22T00:03:14.170227
132,aapp_competition_test,3164,3164_gen_0.sv,3164_testbench.py,3164_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:03:33.191823
133,aapp_competition_test,3165,3165_gen_0.sv,3165_testbench.py,3165_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-22T00:03:33.295749
134,aapp_competition_test,3166,3166_gen_0.sv,3166_testbench.py,3166_prompt.txt,pass,fail,verification_failed,0.06,18.74,2026-01-22T00:03:33.389304
135,aapp_competition_test,3168,3168_gen_0.sv,3168_testbench.py,3168_prompt.txt,pass,fail,verification_failed,0.05,20.72,2026-01-22T00:03:52.214213
136,aapp_competition_test,3169,3169_gen_0.sv,3169_testbench.py,3169_prompt.txt,pass,fail,verification_failed,0.07,19.11,2026-01-22T00:04:13.029361
137,aapp_competition_test,3170,3170_gen_0.sv,3170_testbench.py,3170_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:04:32.239528
138,aapp_competition_test,3171,3171_gen_0.sv,3171_testbench.py,3171_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-22T00:04:32.327905
139,aapp_competition_test,3172,3172_gen_0.sv,3172_testbench.py,3172_prompt.txt,pass,fail,verification_failed,0.07,18.80,2026-01-22T00:04:32.417417
140,aapp_competition_test,3173,3173_gen_0.sv,3173_testbench.py,3173_prompt.txt,pass,fail,verification_failed,0.06,19.50,2026-01-22T00:04:51.314119
141,aapp_competition_test,3174,3174_gen_0.sv,3174_testbench.py,3174_prompt.txt,pass,fail,verification_failed,0.06,19.26,2026-01-22T00:05:10.936907
142,aapp_competition_test,3175,3175_gen_0.sv,3175_testbench.py,3175_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:05:30.290202
143,aapp_competition_test,3176,3176_gen_0.sv,3176_testbench.py,3176_prompt.txt,pass,fail,verification_failed,0.05,18.87,2026-01-22T00:05:30.364262
144,aapp_competition_test,3177,3177_gen_0.sv,3177_testbench.py,3177_prompt.txt,pass,fail,verification_failed,0.08,21.57,2026-01-22T00:05:49.323077
145,aapp_competition_test,3179,3179_gen_0.sv,3179_testbench.py,3179_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-22T00:06:11.023302
146,aapp_competition_test,3180,3180_gen_0.sv,3180_testbench.py,3180_prompt.txt,pass,fail,verification_failed,0.06,18.52,2026-01-22T00:06:11.111826
147,aapp_competition_test,3181,3181_gen_0.sv,3181_testbench.py,3181_prompt.txt,pass,fail,verification_failed,0.07,18.85,2026-01-22T00:06:29.715552
148,aapp_competition_test,3184,3184_gen_0.sv,3184_testbench.py,3184_prompt.txt,pass,fail,verification_failed,0.06,19.63,2026-01-22T00:06:48.660128
149,aapp_competition_test,3186,3186_gen_0.sv,3186_testbench.py,3186_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-22T00:07:08.396835
150,aapp_competition_test,3187,3187_gen_0.sv,3187_testbench.py,3187_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-22T00:07:08.504551
151,aapp_competition_test,3188,3188_gen_0.sv,3188_testbench.py,3188_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-22T00:07:08.593760
152,aapp_competition_test,3189,3189_gen_0.sv,3189_testbench.py,3189_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-22T00:07:08.680090
153,aapp_competition_test,3190,3190_gen_0.sv,3190_testbench.py,3190_prompt.txt,pass,fail,verification_failed,0.07,19.05,2026-01-22T00:07:08.779702
154,aapp_competition_test,3191,3191_gen_0.sv,3191_testbench.py,3191_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-22T00:07:27.924301
155,aapp_competition_test,3192,3192_gen_0.sv,3192_testbench.py,3192_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-22T00:07:28.037236
156,aapp_competition_test,3193,3193_gen_0.sv,3193_testbench.py,3193_prompt.txt,pass,fail,verification_failed,0.07,18.70,2026-01-22T00:07:28.126470
157,aapp_competition_test,3194,3194_gen_0.sv,3194_testbench.py,3194_prompt.txt,pass,fail,verification_failed,0.07,19.26,2026-01-22T00:07:46.924684
158,aapp_competition_test,3195,3195_gen_0.sv,3195_testbench.py,3195_prompt.txt,pass,fail,verification_failed,0.05,18.87,2026-01-22T00:08:06.327189
159,aapp_competition_test,3196,3196_gen_0.sv,3196_testbench.py,3196_prompt.txt,pass,fail,verification_failed,0.07,18.71,2026-01-22T00:08:25.280062
160,aapp_competition_test,3198,3198_gen_0.sv,3198_testbench.py,3198_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:08:44.121076
161,aapp_competition_test,3199,3199_gen_0.sv,3199_testbench.py,3199_prompt.txt,pass,fail,verification_failed,0.07,19.65,2026-01-22T00:08:44.198342
162,aapp_competition_test,3200,3200_gen_0.sv,3200_testbench.py,3200_prompt.txt,pass,fail,verification_failed,0.06,18.98,2026-01-22T00:09:03.956131
163,aapp_competition_test,3201,3201_gen_0.sv,3201_testbench.py,3201_prompt.txt,pass,fail,verification_failed,0.08,19.14,2026-01-22T00:09:23.043228
164,aapp_competition_test,3202,3202_gen_0.sv,3202_testbench.py,3202_prompt.txt,pass,fail,verification_failed,0.07,19.85,2026-01-22T00:09:42.313871
165,aapp_competition_test,3203,3203_gen_0.sv,3203_testbench.py,3203_prompt.txt,fail,N/A,compilation_failed,0.05,0.00,2026-01-22T00:10:02.290742
166,aapp_competition_test,3204,3204_gen_0.sv,3204_testbench.py,3204_prompt.txt,pass,fail,verification_failed,0.05,18.70,2026-01-22T00:10:02.388939
167,aapp_competition_test,3205,3205_gen_0.sv,3205_testbench.py,3205_prompt.txt,pass,fail,verification_failed,0.08,18.93,2026-01-22T00:10:21.166113
168,aapp_competition_test,3207,3207_gen_0.sv,3207_testbench.py,3207_prompt.txt,fail,N/A,compilation_failed,0.07,0.00,2026-01-22T00:10:40.204980
169,aapp_competition_test,3208,3208_gen_0.sv,3208_testbench.py,3208_prompt.txt,fail,N/A,compilation_failed,0.06,0.00,2026-01-22T00:10:40.338214
170,aapp_competition_test,3209,3209_gen_0.sv,3209_testbench.py,3209_prompt.txt,pass,fail,verification_failed,0.06,19.16,2026-01-22T00:10:40.426121
171,aapp_competition_test,3210,3210_gen_0.sv,3210_testbench.py,3210_prompt.txt,pass,fail,verification_failed,0.09,20.57,2026-01-22T00:10:59.681820
