problem,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
Prob002_m2014_q4i,0,479,269,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760464028-VRBSTskmDiH0jt5yfLvh
Prob002_m2014_q4i,1,479,250,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760464033-k25etoId6sKCq0SiXW2S
Prob002_m2014_q4i,2,479,165,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760464037-6StTPlo7JwGO8YEO2qG7
Prob002_m2014_q4i,3,479,284,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760464041-I5QndeAiWBwqsqeFopVi
Prob002_m2014_q4i,4,479,178,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760464047-Mlvmorzft62IIJSOOUEW
Prob002_m2014_q4i,5,479,193,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760464051-5doyGCTpB8f9gl00qcPr
Prob002_m2014_q4i,7,479,248,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760464060-O1V45sK26FxjZfZRaTKJ
Prob002_m2014_q4i,6,479,181,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760464057-zmepz8lN2Cni5lErXbrk
Prob002_m2014_q4i,9,479,247,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760464069-w76WN4bAeyD2v4aM2F3T
Prob002_m2014_q4i,8,479,218,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob002_m2014_q4i\Prob002_m2014_q4i_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760464066-Mu4w1Uvdy541dFhdUsZi
Prob039_always_if,0,554,419,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760464073-LyNnmnyJ0ZumwHHFvaS9
Prob039_always_if,2,554,499,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760464086-vz4UltLafBKEUkosFuu9
Prob039_always_if,3,554,389,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760464091-x4VphQ8VWRjfG7KSOoKc
Prob039_always_if,4,554,427,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760464106-VtySQQA0ehYrrJET7oA0
Prob039_always_if,5,554,447,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760464111-oB6BEZIKSt5RKQhBXiUl
Prob039_always_if,1,554,849,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760464078-oEHCGIDhHVTBiW0fIZMM
Prob039_always_if,6,554,750,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760464121-RTDEhiDb050ks7wsS7eo
Prob039_always_if,7,554,789,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760464128-TcUeIbGpXsP4Em3qfJkE
Prob039_always_if,8,554,869,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760464146-jjpOFb1aPzpUTbuwXfa4
Prob039_always_if,9,554,441,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob039_always_if\Prob039_always_if_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760464156-K7lRryQ4GuCQ3IHVVToT
Prob022_mux2to1,0,516,302,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760464161-kaG63WOG1jrUDY9Armoj
Prob022_mux2to1,1,516,325,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760464165-spChrgn7rgLppUF52Ac5
Prob022_mux2to1,3,516,319,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760464175-SFMcfJu1kx818yDivULg
Prob022_mux2to1,2,516,410,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760464170-2SF8EUmDZhxIyzP1C32r
Prob022_mux2to1,4,516,564,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760464178-z99igjB1jlcYXNxzhrmg
Prob022_mux2to1,6,516,396,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760464192-YiyZ8Ja6um9BlhbxUm6j
Prob022_mux2to1,7,516,510,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760464197-FiOqsKlXLVAbwU5gHlY7
Prob022_mux2to1,5,516,495,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760464187-i25iE28kMdR11R9ZcrEI
Prob022_mux2to1,8,516,284,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760464202-U4ZRjzWrLJH7BPbu0shv
Prob022_mux2to1,9,516,279,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob022_mux2to1\Prob022_mux2to1_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760464205-v5mQUB1jfU256wNkKUS7
Prob121_2014_q3bfsm,0,631,1127,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760464208-QQNMRkyXTcEK6WZ9Wjff
Prob121_2014_q3bfsm,2,631,1384,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760464228-7AlXV7Zsl8CZ0E3c2Hnb
Prob121_2014_q3bfsm,1,631,1075,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760464218-WitvnOUiw2pFDIRwfSJh
Prob121_2014_q3bfsm,4,631,860,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760464257-VzT1OYnt47DdIp9QQpqL
Prob121_2014_q3bfsm,3,631,1608,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760464242-b4Ys1amp4E2wQgrTYNcG
Prob121_2014_q3bfsm,9,631,859,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760464309-vqhVwlaV7x5uRlEwtalw
Prob121_2014_q3bfsm,6,631,1292,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760464276-foS721QIZFFPqxWoxKOY
Prob121_2014_q3bfsm,5,631,970,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760464267-E2i6SaJ7gTJDdpal70LR
Prob121_2014_q3bfsm,8,631,778,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760464302-r2ArO8y7anGEMQdfP6mN
Prob121_2014_q3bfsm,7,631,763,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob121_2014_q3bfsm\Prob121_2014_q3bfsm_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760464290-Qth6A1u1u9vSODEP14c3
Prob017_mux2to1v,1,522,424,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760464322-yDPobpokJdHmulgisUWk
Prob017_mux2to1v,0,522,524,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760464316-SoWGQ8H1ASMhjbmJozvr
Prob017_mux2to1v,4,522,223,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760464337-UYe9EXu3UvSnvMBmyBcb
Prob017_mux2to1v,6,522,313,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760464345-2f29HJgiCVL3gp9D9ZIw
Prob017_mux2to1v,2,522,437,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760464327-4bzbrvHGx3QL3H0GNRSd
Prob017_mux2to1v,5,522,572,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760464340-Eieopj3NXhgOhRRS1Taw
Prob017_mux2to1v,7,522,578,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760464350-Mr4WIkAqwqR1kVLwevqg
Prob017_mux2to1v,3,522,379,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760464334-EUDzM96ApCi9oltc7tCn
Prob017_mux2to1v,8,522,395,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760464355-JG5twt1karuSHF4pBywP
Prob017_mux2to1v,9,522,470,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob017_mux2to1v\Prob017_mux2to1v_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760464359-qkJm3V8HcC9julUsH8RW
Prob144_conwaylife,2,843,2405,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760464392-HvO1SdQ1WAbO4OesvqAa
Prob144_conwaylife,0,843,1898,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760464363-jUcHms0NwYo8gGopBYdK
Prob144_conwaylife,1,843,1227,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760464380-98JsyrrPt6TN47081qBH
Prob144_conwaylife,3,843,1316,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760464414-Fh2tEOqLTU3B5pgyhDu0
Prob144_conwaylife,5,843,1141,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760464452-cqC83XrsRhaMMhBKPIvP
Prob144_conwaylife,4,843,2626,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760464425-rwj3nrKUKpbFoI1l7evZ
Prob144_conwaylife,6,843,1487,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760464463-8DzwiVUT20pRI9q0YvMz
Prob144_conwaylife,8,843,1504,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760464494-3d6Kr8tWHgpnwZE1anV4
Prob144_conwaylife,9,843,2206,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760464510-Ou3J3m5pOhugKHB9hZ9V
Prob144_conwaylife,7,843,2322,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob144_conwaylife\Prob144_conwaylife_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760464474-WscwJGJEDT6ARUFWFWBq
Prob056_ece241_2013_q7,0,563,975,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760464528-yKqExYFYvq3n7X1gBFPp
Prob056_ece241_2013_q7,1,563,592,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760464536-31MYsBihnYKEJvuvH6Je
Prob056_ece241_2013_q7,3,563,1269,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760464547-JQZlHGp54y7qPXWTisuA
Prob056_ece241_2013_q7,2,563,461,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760464542-wqNbPAQUIJMSLhRYwpPB
Prob056_ece241_2013_q7,4,563,512,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760464558-LFKZP92aViMbt1AGSY0f
Prob056_ece241_2013_q7,6,563,850,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760464586-cPs4KWm5fz0wbzrx5HPn
Prob056_ece241_2013_q7,5,563,872,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760464563-H4PDXKK5uUNm5xqvsRiB
Prob056_ece241_2013_q7,9,563,774,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760464607-2wsQm0SyeFMB84Y4AqCO
Prob056_ece241_2013_q7,8,563,596,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760464601-Y8xMFw94JWGzqwnVUbPe
Prob056_ece241_2013_q7,7,563,558,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob056_ece241_2013_q7\Prob056_ece241_2013_q7_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760464596-UBUZ8KEYvD0RVtO22PLa
Prob076_always_case,0,584,580,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760464613-w635TmNTMOK5OSn2VC2k
Prob076_always_case,5,584,806,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760464647-idPCyXWgoZzSy9SiXqyJ
Prob076_always_case,2,584,750,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760464625-kKFbyKTgKskAgBzTcMIT
Prob076_always_case,4,584,1011,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_4.sv,x-ai/grok-code-fast-1,stop,,gen-1760464638-xlyXh6yV3rYlA7CpKKfa
Prob076_always_case,6,584,796,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_6.sv,x-ai/grok-code-fast-1,stop,,gen-1760464655-sINDkWMWo4Ia0c80wWPy
Prob076_always_case,1,584,691,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760464618-kIweCiwsS3xyZTuYCl9R
Prob076_always_case,3,584,670,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760464632-d9Is9OqQSYdd9PQQo0e7
Prob076_always_case,8,584,847,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_8.sv,x-ai/grok-code-fast-1,stop,,gen-1760464667-jqx2BbWQEv89O5wcDWv6
Prob076_always_case,7,584,881,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_7.sv,x-ai/grok-code-fast-1,stop,,gen-1760464660-1CoujBDRbawcIVWVkomk
Prob076_always_case,9,584,667,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob076_always_case\Prob076_always_case_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760464674-MCDEFN6fvhvCWuDjs3dY
Prob033_ece241_2014_q1c,0,543,914,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_0.sv,x-ai/grok-code-fast-1,stop,,gen-1760464681-EQYYaihvCeTBYQKp2TkI
Prob033_ece241_2014_q1c,2,543,961,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_2.sv,x-ai/grok-code-fast-1,stop,,gen-1760464702-Q8u1Omw1j4z73tc3VuY6
Prob033_ece241_2014_q1c,3,543,1399,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_3.sv,x-ai/grok-code-fast-1,stop,,gen-1760464711-TSnnq6DjzdXkbbqtvOEx
Prob033_ece241_2014_q1c,5,543,1748,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_5.sv,x-ai/grok-code-fast-1,stop,,gen-1760464737-oigLERuXNMTe2nrRia4b
Prob033_ece241_2014_q1c,9,543,1163,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_9.sv,x-ai/grok-code-fast-1,stop,,gen-1760464776-IpADnv1esIuTpsLirWT5
Prob033_ece241_2014_q1c,1,543,1340,0,C:\Users\durgamaniryudh\Desktop\Learn\llm_eval\dataset_spec-to-rtl\test\Prob033_ece241_2014_q1c\Prob033_ece241_2014_q1c_gen_1.sv,x-ai/grok-code-fast-1,stop,,gen-1760464691-vcPdLS4MwYTcTaMOLL67
