task_id,source,iteration,input_tokens,output_tokens,reasoning_tokens,verilog_file,model_name,finish_reason,system_fingerprint,run_id
223,mbpp_test,0,425,1356,0,D:\PythonProjects\llm_eval\test\mbpp_test\223\223_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675612-VRKlx0olRjaQoIkB57nu
3861,aapp_competition_test,0,563,1373,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3861\3861_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675626-S4FdYKBOoGi2OXcqp9Uv
3518,aapp_competition_test,0,647,4477,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3518\3518_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675562-vtUQQwvzVFgTPnXPnEYj
3053,aapp_competition_test,0,601,2258,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3053\3053_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675613-chZ2khCaZbmxaQFLGoa7
3411,aapp_competition_test,0,584,1896,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3411\3411_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675635-bI2FGh0T9tb1RfqT37hX
743,mbpp_train,0,409,133,0,D:\PythonProjects\llm_eval\test\mbpp_train\743\743_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675668-G3mjnTn5NbZheZk0FBN1
3758,aapp_competition_test,0,559,1652,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3758\3758_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675623-pCixF3uJWfLtp1USiVcM
3520,aapp_competition_test,0,685,2213,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3520\3520_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675622-K0zcaNXYG9fnYElntCyo
3945,aapp_competition_test,0,598,2713,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3945\3945_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675627-JPaIJHRgWepQuA61Dyau
143,human_eval_test,0,484,1364,0,D:\PythonProjects\llm_eval\test\human_eval_test\143\143_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675643-jrPoa7EttjgexFrJZliE
444,mbpp_test,0,529,464,0,D:\PythonProjects\llm_eval\test\mbpp_test\444\444_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675672-mDZPLhsw8q1TKlHfNPZJ
17,human_eval_test,0,561,1680,0,D:\PythonProjects\llm_eval\test\human_eval_test\17\17_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675650-zOzHymjx7ugOLorMI3Of
3,human_eval_test,0,512,784,0,D:\PythonProjects\llm_eval\test\human_eval_test\3\3_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675662-LUS5hncLkc5J7jCxdttM
3667,aapp_competition_test,0,709,3609,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3667\3667_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675623-GF9TA23KXdceMjGp3ENI
3759,aapp_competition_test,0,503,284,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3759\3759_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675677-tLsU5bOnw15ZdzoHDlNr
3187,aapp_competition_test,0,662,2953,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3187\3187_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675628-Bt82r4ThJDTBK8Vq4wPd
45,human_eval_test,0,375,166,0,D:\PythonProjects\llm_eval\test\human_eval_test\45\45_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675692-4yyUUAzL23ELiaFTFjpS
272,mbpp_test,0,362,218,0,D:\PythonProjects\llm_eval\test\mbpp_test\272\272_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675696-DFjfjrGXlZ3i3MCUdl1V
3523,aapp_competition_test,0,639,1144,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3523\3523_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675673-3ORp8LtwPYqM3cF4Noeb
3671,aapp_competition_test,0,637,1505,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3671\3671_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675674-lM4vHyUyLH27FhdpBGqE
127,mbpp_test,0,334,73,0,D:\PythonProjects\llm_eval\test\mbpp_test\127\127_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675700-TZ4NB2xVQdJWOFYyui2U
142,human_eval_test,0,546,940,0,D:\PythonProjects\llm_eval\test\human_eval_test\142\142_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675686-RdALLbW0umBb9nXN4QVr
767,mbpp_train,0,456,431,0,D:\PythonProjects\llm_eval\test\mbpp_train\767\767_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675700-8baSdURbr4mCEWajU8ig
3035,aapp_competition_test,0,712,2466,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3035\3035_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675672-aPE3RQ2Jp8OSNJjafHp4
620,mbpp_train,0,531,2118,0,D:\PythonProjects\llm_eval\test\mbpp_train\620\620_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675668-GpDUCYkrxSSHvMkS25zX
103,human_eval_test,0,425,551,0,D:\PythonProjects\llm_eval\test\human_eval_test\103\103_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675703-SXPhWTzyBiLK9zOYQifr
563,mbpp_validation,0,579,957,0,D:\PythonProjects\llm_eval\test\mbpp_validation\563\563_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675700-h8R1F4sLCqu6szIwRWzy
310,mbpp_test,0,510,1054,0,D:\PythonProjects\llm_eval\test\mbpp_test\310\310_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675702-sm5sjMEcDFCMkLX4GqAz
3868,aapp_competition_test,0,743,2782,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3868\3868_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675680-y0A7QDOCVil6TI8pNEMf
3190,aapp_competition_test,0,462,2106,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3190\3190_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675683-ZNxcgAI3RAQVspcGRxE2
3943,aapp_competition_test,0,630,2364,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3943\3943_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675681-BOM2uwzZZX3HPypM8OVX
589,mbpp_validation,0,545,1076,0,D:\PythonProjects\llm_eval\test\mbpp_validation\589\589_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675711-IXkCFpysRUxH6sWbKy8y
3649,aapp_competition_test,0,585,929,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3649\3649_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675719-FDTgtdyWreRLvXcCFtoj
3397,aapp_competition_test,0,788,2927,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3397\3397_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675686-0BpJgrb0PnZlP3AKHDkq
3408,aapp_competition_test,0,530,942,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3408\3408_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675734-mYNPebjO3zqQdutd9Qgq
117,human_eval_test,0,454,1459,0,D:\PythonProjects\llm_eval\test\human_eval_test\117\117_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675736-fFuvnelS9yKkkziVHbHE
3050,aapp_competition_test,0,793,2776,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3050\3050_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675714-82GbdMvbCy9AINO76AVd
471,mbpp_test,0,522,846,0,D:\PythonProjects\llm_eval\test\mbpp_test\471\471_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675751-OFxwwT3G9vDCW9CY2e1B
3506,aapp_competition_test,0,702,2957,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3506\3506_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675716-da7o8e0tPD5bPIlltUxB
3947,aapp_competition_test,0,592,1842,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3947\3947_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675729-k9khZHRvKOFkvc9wYELg
3765,aapp_competition_test,0,648,2963,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3765\3765_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675723-3S43xo2FzLKyZAti7vNG
44,human_eval_test,0,561,1413,0,D:\PythonProjects\llm_eval\test\human_eval_test\44\44_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675742-WMjfxYrNcN74ECJ8BFqE
787,mbpp_train,0,474,703,0,D:\PythonProjects\llm_eval\test\mbpp_train\787\787_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675763-t3EfxF5sPS6YdTxdbWVK
3526,aapp_competition_test,0,550,541,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3526\3526_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675771-xy7b6jX2NLKRBulUV612
299,mbpp_test,0,516,926,0,D:\PythonProjects\llm_eval\test\mbpp_test\299\299_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675766-7qILI85N4wfvjSF7ukoG
640,mbpp_train,0,526,964,0,D:\PythonProjects\llm_eval\test\mbpp_train\640\640_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675762-Emp93wx430NT3EewE1Vh
3193,aapp_competition_test,0,550,3404,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3193\3193_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675730-0cMJy9ukApejCiwoJF25
3760,aapp_competition_test,0,601,987,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3760\3760_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675774-AaEsn9v9Wxx3dqO9Lj2R
3191,aapp_competition_test,0,490,550,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3191\3191_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675783-M5fEzl4sFNmcklwLrbsP
3870,aapp_competition_test,0,690,3990,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3870\3870_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675726-U4iiwWWTTl76KWoftW6t
428,mbpp_test,0,550,1832,0,D:\PythonProjects\llm_eval\test\mbpp_test\428\428_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675750-b3mk6oCBVmKAtPcBLAHx
89,human_eval_test,0,368,203,0,D:\PythonProjects\llm_eval\test\human_eval_test\89\89_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675789-jLJpvzBdclkDicOKA5GA
775,mbpp_train,0,382,209,0,D:\PythonProjects\llm_eval\test\mbpp_train\775\775_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675795-MRC50rfMHIUDecAKxKv8
137,mbpp_test,0,559,957,0,D:\PythonProjects\llm_eval\test\mbpp_test\137\137_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675793-EAIe3qn6vd13KBaCAxaB
133,human_eval_test,0,533,1065,0,D:\PythonProjects\llm_eval\test\human_eval_test\133\133_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675795-CdwNnEaAgkUyj1dKqxKd
3856,aapp_competition_test,0,731,2699,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3856\3856_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675775-80YLYTsndCoytzIz5BJZ
3942,aapp_competition_test,0,557,1726,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3942\3942_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675781-mlddlzC56fBUqFdV4PlB
3524,aapp_competition_test,0,609,2252,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3524\3524_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675810-srKu9tkEXcZ5k7qXJudl
3766,aapp_competition_test,0,588,1725,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3766\3766_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675822-nQdSTxGWJuOJzuUOYCNt
3054,aapp_competition_test,0,656,3435,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3054\3054_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675799-0GiuP9GGQdHX6VlW0qid
3414,aapp_competition_test,0,619,4675,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3414\3414_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675785-xHiNJMuHNsccS5FedqHd
150,human_eval_test,0,404,749,0,D:\PythonProjects\llm_eval\test\human_eval_test\150\150_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675792-iiYbVlWC4YEseVqrncvn
3051,aapp_competition_test,0,827,2302,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3051\3051_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675767-fYMHnwPskHEf3mG3dXrf
3673,aapp_competition_test,0,577,2031,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3673\3673_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675774-KYORz6HO4IktsahLo5ad
3197,aapp_competition_test,0,518,1274,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3197\3197_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675853-DFSxbPM6bNDQosrVAVcg
397,mbpp_test,0,363,171,0,D:\PythonProjects\llm_eval\test\mbpp_test\397\397_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675880-r4QNAgAtm4ebmkTiQY2g
222,mbpp_test,0,329,123,0,D:\PythonProjects\llm_eval\test\mbpp_test\222\222_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675884-ePdM3tG01HzAeK6p6evG
38,human_eval_test,0,512,977,0,D:\PythonProjects\llm_eval\test\human_eval_test\38\38_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675865-Koaby70RQ79pW6rx4O1k
805,mbpp_train,0,357,571,0,D:\PythonProjects\llm_eval\test\mbpp_train\805\805_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675879-gjhldtn7HQZfXrCV23vK
764,mbpp_train,0,456,483,0,D:\PythonProjects\llm_eval\test\mbpp_train\764\764_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675880-Yxz5CI8HuhXHknp5qS7F
736,mbpp_train,0,526,1376,0,D:\PythonProjects\llm_eval\test\mbpp_train\736\736_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675795-vrXFXNNEGHXaLUBWapIA
3871,aapp_competition_test,0,660,3186,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3871\3871_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675822-xr6V90ZLRECzvmOxDNww
3678,aapp_competition_test,0,614,3411,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3678\3678_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675814-uQ6XXxAhBvGvt05HZgsO
124,human_eval_test,0,466,831,0,D:\PythonProjects\llm_eval\test\human_eval_test\124\124_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675877-GEwbdBSMenxozh7JDqzC
3877,aapp_competition_test,0,519,857,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3877\3877_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675890-DkjVNWri2pk8vaaJgGQj
3416,aapp_competition_test,0,574,2541,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3416\3416_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675859-Hf3zZm3hQRilje7TkYs7
3948,aapp_competition_test,0,582,2974,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3948\3948_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675850-M7uFi1waoVv8jWsRfCHg
30,human_eval_test,0,383,155,0,D:\PythonProjects\llm_eval\test\human_eval_test\30\30_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675916-9pitwJHxkHESRpeA8LZR
144,human_eval_test,0,452,185,0,D:\PythonProjects\llm_eval\test\human_eval_test\144\144_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675909-3IkeJMMMhdALeWpVR4D0
3525,aapp_competition_test,0,666,2043,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3525\3525_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675888-QsO5Gzn5jEjjMYrVhNmG
3767,aapp_competition_test,0,586,2190,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3767\3767_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675890-o7WjLFILIoS53Gkjhp4x
3418,aapp_competition_test,0,624,1701,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3418\3418_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675899-AvjpUt9p8GK3QFpitRpH
746,mbpp_train,0,536,625,0,D:\PythonProjects\llm_eval\test\mbpp_train\746\746_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675920-eihejZc4wts8TYng3owF
123,human_eval_test,0,520,751,0,D:\PythonProjects\llm_eval\test\human_eval_test\123\123_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675915-OanZCdUnPHw2pBSwLYbA
3682,aapp_competition_test,0,605,3122,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3682\3682_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675889-EfLrPaoeUHofC2Myfx5R
3189,aapp_competition_test,0,601,2216,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3189\3189_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675896-cDxjW6jhuEjBRpEfAfIn
622,mbpp_train,0,539,953,0,D:\PythonProjects\llm_eval\test\mbpp_train\622\622_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675921-1ulGTXb5xwfYXDqFnhy8
3059,aapp_competition_test,0,639,1929,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3059\3059_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675924-1uSDiKCyyEzxvcai5sa5
3950,aapp_competition_test,0,776,2918,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3950\3950_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675894-vuyC0doRLGHP8V3PImwi
12,human_eval_test,0,405,379,0,D:\PythonProjects\llm_eval\test\human_eval_test\12\12_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675958-MyvDA79znR1uUxImLe9h
3530,aapp_competition_test,0,667,2500,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3530\3530_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675928-hXdKt4kWmGtQBkvR28iK
281,mbpp_test,0,394,209,0,D:\PythonProjects\llm_eval\test\mbpp_test\281\281_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675968-ZWPXkhdho3bEbdUS0n3w
568,mbpp_validation,0,413,175,0,D:\PythonProjects\llm_eval\test\mbpp_validation\568\568_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675971-RDaHAxkJPyuoq9jtczhu
3764,aapp_competition_test,0,651,2546,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3764\3764_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675932-PRwBKbCVDCNPKeZo50Z7
3952,aapp_competition_test,0,528,1931,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3952\3952_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675943-bPWQEFPigY4vdjghf6Gs
3058,aapp_competition_test,0,598,3838,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3058\3058_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675887-kOoOpgXa0F4PEUNyrMhE
3878,aapp_competition_test,0,633,2582,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3878\3878_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675933-nzKZr8LWsthbg9S5HWBc
3686,aapp_competition_test,0,703,2238,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3686\3686_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675928-9QMbtpqkiKeaQwW8MGlw
23,human_eval_test,0,433,600,0,D:\PythonProjects\llm_eval\test\human_eval_test\23\23_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675975-eCAGSF5wNQiKcUBqs2ZC
125,mbpp_test,0,541,865,0,D:\PythonProjects\llm_eval\test\mbpp_test\125\125_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675973-rtADDwhUUlkLFqAAkJVj
3200,aapp_competition_test,0,593,2537,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3200\3200_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675945-jc6C11SxMMtV1yS3iWhh
65,human_eval_test,0,488,1729,0,D:\PythonProjects\llm_eval\test\human_eval_test\65\65_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675960-vnpbWZLcSwJJ9rU6CRet
590,mbpp_validation,0,624,1328,0,D:\PythonProjects\llm_eval\test\mbpp_validation\590\590_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675976-vc9Jjc4IE8KX6VVKWLxT
3421,aapp_competition_test,0,560,1727,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3421\3421_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675949-E3piSgTQh9sT5VILXqK4
3955,aapp_competition_test,0,677,1099,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3955\3955_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675988-lYENs0JeayqKi1DHP6fz
433,mbpp_test,0,349,256,0,D:\PythonProjects\llm_eval\test\mbpp_test\433\433_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762676008-QVsqRFaMmr93MAa1flrQ
3880,aapp_competition_test,0,578,1158,0,D:\PythonProjects\llm_eval\test\aapp_competition_test\3880\3880_gen_0.sv,openrouter/polaris-alpha,stop,,gen-1762675987-HhRh8ymO2CRhiv3HAKX7
